Income,Age,Total_Spend,Total_Purchases,Customer_Tenure,Cluster
36301.0,50,78,6,4648.0,2
42731.0,57,244,10,4648.0,2
52854.0,67,116,7,4648.0,0
22775.0,48,15,3,4648.0,2
59821.0,71,734,20,4492.0,0
50002.0,72,638,17,4648.0,0
69755.0,81,894,21,4789.0,1
44078.0,57,41,5,4648.0,2
30560.0,50,31,4,4648.0,2
35924.0,57,34,4,4648.0,2
64140.0,62,1750,13,4648.0,1
56386.0,45,612,17,4648.0,1
75774.0,45,823,20,4429.0,1
39228.0,66,20,3,4552.0,2
58494.0,52,396,14,4484.0,0
58684.0,45,813,20,4648.0,1
57136.0,59,1179,19,4648.0,1
56551.0,76,138,7,4279.0,0
22448.0,44,55,6,4648.0,2
82014.0,65,1511,21,4648.0,1
34213.0,63,117,6,5005.0,2
157146.0,49,1730,28,4648.0,1
25358.0,79,32,4,4648.0,2
35544.0,48,67,5,4250.0,0
36634.0,72,335,12,4648.0,0
62670.0,72,825,21,4432.0,0
50334.0,54,694,17,4648.0,0
72066.0,45,1792,16,4648.0,1
50729.0,68,496,15,4794.0,1
34916.0,58,231,9,4648.0,2
64892.0,50,902,22,4648.0,1
43602.0,60,68,6,4191.0,0
41473.0,41,76,5,4648.0,2
63246.0,59,772,21,4648.0,1
36732.0,67,47,6,4648.0,2
37929.0,41,265,11,4648.0,2
86610.0,75,1603,17,4701.0,1
80141.0,40,2091,21,4525.0,1
69016.0,56,1533,30,4648.0,1
20193.0,35,82,6,4648.0,2
27573.0,51,244,10,4648.0,2
15862.0,47,36,4,4648.0,2
49544.0,50,404,14,4494.0,0
33228.0,46,71,5,4648.0,2
70440.0,48,1572,22,4608.0,1
38232.0,55,122,7,4648.0,2
22554.0,71,41,6,5125.0,2
23536.0,43,10,3,4369.0,2
49413.0,74,304,11,4648.0,0
42231.0,57,37,4,4648.0,2
78789.0,46,1754,15,4975.0,1
56534.0,58,815,21,4648.0,1
58350.0,55,1001,23,4739.0,1
49090.0,75,688,18,4648.0,0
61787.0,39,1319,18,4672.0,1
18169.0,41,21,3,4648.0,2
24336.0,45,31,3,4648.0,2
18222.0,36,67,5,4648.0,2
62335.0,74,708,19,4648.0,1
42033.0,55,25,3,4648.0,2
86580.0,43,746,11,4648.0,1
41437.0,69,32,4,4648.0,2
73705.0,75,1695,23,4342.0,1
61064.0,50,1080,23,4648.0,1
18358.0,37,57,7,4648.0,2
55012.0,53,660,19,4648.0,1
9722.0,53,103,7,5155.0,2
38175.0,42,153,8,4648.0,2
58656.0,70,1220,28,4648.0,1
52117.0,61,279,11,4648.0,0
64813.0,48,745,19,4433.0,0
54222.0,53,264,11,4462.0,0
83512.0,40,2157,21,4648.0,1
77520.0,67,1526,22,4648.0,1
41154.0,48,69,5,4583.0,2
80398.0,60,1597,25,4911.0,1
18746.0,34,64,6,4648.0,2
35196.0,42,497,12,4648.0,2
60230.0,70,1067,15,4648.0,1
22108.0,49,31,5,4248.0,0
44392.0,52,211,9,4701.0,2
55424.0,50,877,21,4648.0,1
17688.0,47,11,3,4648.0,2
92491.0,43,2034,24,4825.0,1
90273.0,35,1991,18,4648.0,1
82571.0,64,1686,24,4430.0,1
38513.0,44,324,12,4648.0,2
16653.0,47,69,6,4648.0,2
42586.0,71,252,11,4648.0,0
23529.0,61,54,4,4648.0,2
71107.0,75,1327,26,4648.0,1
46910.0,62,68,5,4648.0,2
37244.0,71,55,4,4648.0,2
82427.0,60,1456,20,4128.0,0
75342.0,68,563,17,4674.0,1
70044.0,72,1504,22,4648.0,1
77437.0,63,1125,22,4648.0,1
54984.0,67,358,13,4648.0,0
42403.0,55,42,4,4514.0,2
55761.0,62,184,8,4648.0,0
37292.0,43,460,14,4648.0,2
45576.0,81,145,7,4648.0,0
70321.0,79,1376,24,4648.0,1
58086.0,57,792,21,4648.0,1
81795.0,74,1382,22,4648.0,1
28389.0,79,28,3,4648.0,2
69901.0,57,882,20,4648.0,1
80360.0,77,2231,13,4768.0,1
63342.0,65,1101,16,4648.0,1
31859.0,46,48,4,4648.0,2
51569.0,77,467,15,4494.0,0
16014.0,47,38,6,4648.0,2
41120.0,58,81,6,4668.0,2
39763.0,55,167,8,4732.0,2
38725.0,71,45,5,4187.0,0
77981.0,54,664,18,4648.0,1
62905.0,62,622,17,4548.0,0
13533.0,47,48,5,4554.0,2
59481.0,51,461,14,4648.0,0
72117.0,49,1073,25,4648.0,1
21955.0,40,55,6,4640.0,2
67131.0,70,976,23,4648.0,1
36802.0,46,20,4,4648.0,2
47808.0,51,224,8,4648.0,2
25509.0,52,101,6,4648.0,2
85431.0,74,1165,16,4612.0,1
42664.0,59,24,4,4648.0,2
28973.0,49,269,11,4648.0,2
39435.0,53,102,6,4671.0,2
65370.0,42,461,18,4822.0,1
20194.0,47,47,5,4648.0,2
42473.0,50,144,7,4648.0,2
64590.0,58,1338,23,4648.0,1
71232.0,67,917,23,4648.0,1
34600.0,55,318,12,4829.0,2
46904.0,59,253,10,5125.0,2
49094.0,53,502,15,4648.0,0
36075.0,43,119,6,4575.0,2
60839.0,47,1250,16,4648.0,1
82122.0,64,1382,25,4648.0,1
34074.0,74,255,9,4648.0,0
28520.0,66,43,4,4648.0,2
62535.0,71,398,13,4761.0,0
36273.0,49,76,6,4648.0,2
63404.0,62,902,13,4308.0,0
78416.0,50,1179,24,4648.0,1
75702.0,52,1921,28,4648.0,1
59385.0,75,185,8,4648.0,0
44689.0,75,34,4,4191.0,0
7144.0,60,416,25,4637.0,0
90369.0,70,1588,16,4648.0,1
63159.0,52,1797,16,5064.0,1
46757.0,63,1143,15,4648.0,1
79734.0,57,914,13,4648.0,1
63207.0,34,1502,11,4648.0,1
72071.0,72,1338,17,4648.0,1
21840.0,43,27,4,4648.0,2
58582.0,44,763,20,4648.0,1
72282.0,75,1331,21,4648.0,1
50387.0,70,525,16,4648.0,0
32583.0,65,9,3,4648.0,2
62568.0,64,953,13,4280.0,0
44635.0,55,68,5,4516.0,2
63967.0,58,882,20,4579.0,1
52513.0,48,1149,23,5096.0,1
25293.0,57,37,4,4648.0,2
54111.0,61,388,13,4648.0,0
78394.0,40,1428,15,4648.0,1
80739.0,68,1633,23,4648.0,1
22669.0,51,173,7,4648.0,2
29236.0,39,99,7,4608.0,2
44911.0,67,215,9,4648.0,0
54693.0,64,929,23,4648.0,1
48186.0,52,219,9,4648.0,2
54809.0,49,174,8,4517.0,0
41580.0,48,92,6,4910.0,2
80336.0,56,1052,24,4578.0,1
47743.0,69,275,11,4648.0,0
62972.0,71,587,14,5128.0,1
57333.0,72,1662,22,4648.0,1
32313.0,44,159,8,4524.0,2
84953.0,73,1024,17,4765.0,1
27071.0,58,35,5,4648.0,2
68148.0,69,1042,14,4648.0,1
65735.0,61,395,14,4637.0,0
86836.0,51,557,22,4852.0,1
4023.0,63,9,0,4648.0,2
30093.0,36,69,5,4611.0,2
57705.0,60,486,15,4160.0,0
25008.0,38,34,4,4432.0,2
83257.0,31,1365,27,4648.0,1
22280.0,51,13,3,4648.0,2
72159.0,48,1401,20,4648.0,1
64260.0,65,1574,13,4525.0,1
82733.0,42,1323,19,4548.0,1
74290.0,55,1217,28,4488.0,1
58217.0,75,103,6,4648.0,0
21024.0,50,84,6,4733.0,2
70116.0,54,1536,22,4648.0,1
54006.0,41,581,16,4648.0,0
69063.0,60,928,13,5003.0,1
11448.0,51,14,3,4648.0,2
70886.0,55,960,13,4648.0,1
60208.0,53,656,18,5004.0,1
32889.0,58,55,6,4670.0,2
34738.0,42,20,4,4156.0,0
30538.0,55,367,13,5186.0,2
82326.0,49,2257,21,4189.0,1
26642.0,59,42,5,4462.0,2
69932.0,62,1049,24,4490.0,1
44503.0,54,48,5,4648.0,2
60200.0,78,685,19,4798.0,1
49638.0,74,39,4,4648.0,0
23830.0,39,43,4,4282.0,2
33051.0,67,835,18,4648.0,0
72905.0,68,1515,19,4648.0,1
69702.0,75,1039,24,4648.0,1
70300.0,51,1596,23,4648.0,1
70643.0,42,1828,17,4648.0,1
30396.0,57,34,4,4648.0,2
50616.0,58,149,8,4648.0,2
62772.0,57,946,22,4648.0,1
30298.0,41,28,5,4648.0,2
52413.0,42,450,15,5125.0,2
44155.0,69,46,4,4648.0,2
86979.0,55,1702,15,4638.0,1
76532.0,51,820,21,4578.0,1
42081.0,44,382,13,4648.0,2
88420.0,37,2069,19,4429.0,1
31158.0,41,72,5,4648.0,2
61671.0,58,732,20,4400.0,0
69719.0,52,801,10,4648.0,0
49160.0,77,236,10,4648.0,0
90933.0,72,1685,14,4648.0,1
113734.0,81,277,27,4648.0,1
22148.0,43,49,4,4648.0,2
73395.0,39,397,14,4648.0,0
29819.0,55,39,6,4648.0,2
45688.0,58,306,12,4648.0,0
60491.0,55,1028,24,4670.0,1
33235.0,40,70,6,4343.0,2
35701.0,67,46,4,4648.0,2
31535.0,46,51,4,4648.0,2
92556.0,66,1263,21,4648.0,1
67384.0,56,1490,20,4911.0,1
77870.0,59,1815,15,4648.0,1
52278.0,63,1198,25,4648.0,1
57107.0,58,416,16,4648.0,0
36038.0,45,47,6,4648.0,2
34230.0,61,21,3,4648.0,2
31878.0,49,70,5,4648.0,2
70932.0,54,909,20,4648.0,1
91249.0,70,1676,22,4648.0,1
77598.0,83,1735,25,4820.0,1
80982.0,67,1191,27,4617.0,1
22701.0,49,24,4,4701.0,2
70617.0,56,1280,13,4648.0,1
64849.0,69,1336,18,4648.0,1
62694.0,61,749,19,4648.0,1
61917.0,52,91,6,4648.0,2
67472.0,79,414,13,4648.0,0
21059.0,44,44,6,4283.0,0
29543.0,58,63,6,4461.0,0
75903.0,75,901,21,4614.0,1
34984.0,51,38,4,5035.0,2
54998.0,70,455,15,4554.0,0
54356.0,77,775,21,4648.0,1
34242.0,67,15,3,4648.0,2
25410.0,53,38,5,4648.0,2
73356.0,42,1512,21,4312.0,1
28320.0,76,43,4,4648.0,2
23763.0,49,42,4,5006.0,2
72570.0,42,1089,22,4648.0,1
34529.0,50,162,7,4648.0,2
70792.0,75,1272,17,4677.0,1
63211.0,44,1173,18,5154.0,1
83891.0,52,816,21,4648.0,1
36065.0,58,74,6,4648.0,2
51141.0,86,157,8,4611.0,0
56939.0,50,561,16,4648.0,0
80872.0,75,1336,18,4126.0,0
72335.0,50,2092,22,4648.0,1
61798.0,62,463,15,4648.0,0
76842.0,76,1130,16,4401.0,0
29478.0,50,20,4,4648.0,2
46998.0,70,377,13,4648.0,0
96843.0,36,1544,27,4648.0,1
70053.0,61,1012,23,4764.0,1
71670.0,64,1766,14,4580.0,1
44359.0,48,45,6,4648.0,2
40887.0,74,161,7,4674.0,0
48877.0,60,144,7,4344.0,0
74485.0,79,1734,25,4648.0,1
64474.0,54,823,20,4648.0,1
77226.0,63,1138,26,4648.0,1
72643.0,77,1429,20,4648.0,1
85738.0,48,1371,20,4648.0,1
55686.0,60,982,14,4648.0,1
39062.0,43,44,4,4648.0,2
40794.0,51,434,14,4645.0,2
4428.0,57,359,25,4700.0,2
32632.0,63,576,16,5157.0,2
38236.0,58,88,7,4648.0,2
36781.0,47,63,5,4188.0,0
31385.0,42,27,3,5063.0,2
24570.0,42,193,8,4648.0,2
94642.0,75,2211,21,4129.0,1
58646.0,64,140,7,4551.0,0
53201.0,51,415,14,4494.0,0
57113.0,48,263,10,4677.0,2
51373.0,35,393,11,4648.0,2
23477.0,40,147,7,4648.0,2
58116.0,70,443,14,4648.0,0
72968.0,63,1958,18,4648.0,1
39791.0,55,174,8,4648.0,2
91712.0,79,2217,27,4648.0,1
94472.0,68,1691,15,4402.0,1
13672.0,66,25,4,4648.0,2
96547.0,46,809,21,4648.0,1
79205.0,51,895,15,4648.0,1
56559.0,51,484,15,4648.0,0
32644.0,53,413,14,4648.0,2
67506.0,46,331,11,4433.0,0
24206.0,56,25,4,4615.0,2
28420.0,59,13,3,4648.0,2
22979.0,56,115,7,5035.0,2
33279.0,60,16,3,4125.0,0
30368.0,49,52,5,4638.0,2
63684.0,56,1464,20,4648.0,1
41638.0,62,441,13,4648.0,0
68805.0,67,283,11,4648.0,0
65814.0,60,747,20,4431.0,0
71964.0,68,1870,16,4648.0,1
39146.0,40,165,8,4648.0,2
96876.0,49,1941,23,4671.0,1
34445.0,45,839,21,4648.0,1
68281.0,68,1655,24,5006.0,1
36790.0,43,66,5,4827.0,2
27943.0,59,37,5,4648.0,2
22263.0,75,21,4,4648.0,2
30261.0,54,22,3,4648.0,2
28587.0,48,78,6,4129.0,0
43815.0,44,79,5,4706.0,2
48195.0,70,265,11,4648.0,0
77027.0,74,1175,17,4343.0,0
71322.0,61,1305,26,4648.0,1
32765.0,47,46,6,4648.0,2
23272.0,73,46,4,4648.0,2
49912.0,77,874,22,5005.0,1
7500.0,41,100,6,5188.0,2
68117.0,79,930,23,4554.0,1
67225.0,71,868,20,4648.0,1
17649.0,50,45,6,4485.0,2
55914.0,51,1260,25,4648.0,1
40059.0,42,414,11,4648.0,2
60905.0,76,392,13,4698.0,0
75330.0,49,1109,25,5095.0,1
60689.0,75,639,18,4824.0,1
38680.0,42,79,5,4648.0,2
61416.0,44,1665,23,4616.0,1
49767.0,35,692,17,4794.0,2
83273.0,56,1392,19,4648.0,1
29009.0,45,44,5,4648.0,2
45057.0,47,50,5,4818.0,2
37150.0,55,467,13,4882.0,2
43020.0,56,223,9,4648.0,2
53154.0,67,158,8,4216.0,0
65308.0,53,1211,27,4517.0,1
76467.0,56,1575,12,4648.0,1
81044.0,79,1208,21,4648.0,1
32871.0,75,43,4,4584.0,0
55801.0,51,527,15,4648.0,0
76320.0,67,932,13,4648.0,1
36927.0,71,71,6,4428.0,0
48794.0,73,54,4,4648.0,0
23478.0,61,129,6,4648.0,2
71128.0,53,1615,24,5034.0,1
59462.0,76,1088,23,4709.0,1
51381.5,57,721,18,4648.0,1
51381.5,45,47,6,4648.0,2
42554.0,48,41,5,4495.0,2
67046.0,75,993,13,4678.0,1
42192.0,78,100,6,4670.0,0
77610.0,74,1680,15,4648.0,1
31761.0,42,98,7,4341.0,0
34350.0,47,48,4,4648.0,2
54591.0,77,519,16,4702.0,0
71866.0,70,715,19,4648.0,1
69520.0,43,1455,20,4642.0,1
64713.0,56,602,17,4282.0,0
27889.0,49,26,4,4703.0,2
22123.0,66,102,6,4648.0,2
51381.5,55,97,6,4768.0,2
51381.5,72,207,9,4648.0,0
27803.0,53,176,7,4648.0,2
51381.5,71,450,12,4648.0,0
51651.0,66,433,13,5003.0,2
51381.5,83,1564,21,4648.0,1
87000.0,34,961,17,4648.0,1
79823.0,67,1518,22,4648.0,1
30828.0,46,56,6,4730.0,2
34109.0,55,22,3,4668.0,2
53367.0,52,400,14,4648.0,0
22390.0,57,26,3,4648.0,2
71322.0,50,350,12,4429.0,0
79244.0,33,1216,21,4648.0,1
48699.0,76,40,4,4648.0,0
80144.0,51,1367,18,4648.0,1
54252.0,70,264,10,4648.0,0
81929.0,50,2053,18,4648.0,1
76068.0,51,1376,9,4648.0,1
53204.0,50,45,4,4648.0,2
14796.0,42,51,4,4648.0,2
78128.0,52,1264,18,4648.0,1
14188.0,54,75,6,4648.0,2
72967.0,56,497,17,4648.0,1
48150.0,77,266,10,4612.0,0
82332.0,65,2006,20,4648.0,1
58275.0,71,615,17,4793.0,1
44953.0,45,1021,23,4648.0,1
34587.0,73,22,4,4648.0,2
43018.0,52,133,6,4819.0,2
45736.0,72,437,14,4648.0,0
66476.0,57,1013,24,4728.0,1
27733.0,45,57,5,4648.0,2
69805.0,74,1038,25,4648.0,1
72217.0,64,1573,21,4553.0,1
25818.0,55,28,3,4648.0,2
37509.0,50,123,7,4852.0,2
25176.0,50,13,3,4549.0,2
43586.0,46,132,7,4648.0,2
53230.0,70,732,19,5128.0,1
50116.0,69,66,5,4648.0,0
82333.0,40,1822,17,4648.0,1
65220.0,61,1282,19,5127.0,1
33590.0,52,8,3,4760.0,2
72309.0,50,1931,19,4523.0,1
156924.0,77,8,0,4648.0,0
16005.0,46,103,5,4648.0,2
65487.0,69,1169,14,4191.0,0
58692.0,61,395,14,4310.0,0
40590.0,57,258,10,4789.0,2
62637.0,72,185,9,4462.0,0
29435.0,60,180,7,5036.0,2
19346.0,52,22,4,4648.0,2
35788.0,55,44,5,4648.0,2
36997.0,58,94,7,4828.0,2
23539.0,69,81,6,4648.0,2
65333.0,53,798,21,4648.0,1
78499.0,69,1334,18,4648.0,1
29732.0,55,38,4,4648.0,2
41275.0,66,61,7,4648.0,2
63516.0,53,300,12,4672.0,0
42769.0,64,88,6,4486.0,0
49572.0,68,54,5,4648.0,2
69209.0,54,1782,14,4648.0,1
17148.0,50,68,7,4648.0,2
32146.0,43,66,6,4126.0,0
41713.0,62,174,8,4648.0,2
34176.0,51,28,4,4648.0,2
58482.0,71,731,20,4128.0,0
59686.0,61,274,11,4648.0,0
60896.0,62,1701,23,4881.0,1
62994.0,46,312,12,4372.0,0
47320.0,69,414,14,4822.0,2
74859.0,77,1565,22,4765.0,1
15253.0,34,29,4,4648.0,2
31560.0,52,94,6,4648.0,2
91172.0,36,1092,14,4648.0,1
90000.0,42,1479,17,4648.0,1
41967.0,45,54,4,4648.0,2
69263.0,61,568,17,4342.0,0
65706.0,56,1199,26,4648.0,1
60934.0,51,873,21,4648.0,1
71965.0,75,1213,14,4648.0,1
65210.0,71,731,20,4189.0,0
79174.0,51,2043,18,4525.0,1
81380.0,59,1893,16,4648.0,1
48432.0,53,424,14,4648.0,0
52914.0,55,575,13,4648.0,0
26067.0,52,56,6,4729.0,2
44325.0,54,542,17,4646.0,0
26487.0,48,69,6,4648.0,2
53233.0,69,40,4,4648.0,0
67716.0,66,1016,24,4556.0,1
76234.0,54,907,22,4312.0,0
84117.0,70,1566,23,4156.0,1
65487.0,69,1169,14,4191.0,0
25224.0,54,46,5,4648.0,2
89616.0,43,1644,24,4648.0,1
40851.0,55,59,4,4648.0,2
27469.0,79,17,3,5157.0,2
82347.0,69,1853,24,5033.0,1
73803.0,69,1528,20,5188.0,1
8820.0,74,35,6,4648.0,2
43322.0,52,141,7,4648.0,2
55593.0,53,546,15,4648.0,0
50501.0,72,500,13,4648.0,0
37085.0,51,61,6,4648.0,2
16185.0,36,106,6,4702.0,2
57731.0,57,704,22,4648.0,1
48432.0,53,424,14,4648.0,0
73807.0,48,849,21,4798.0,1
35893.0,58,199,9,4648.0,2
61014.0,46,1147,16,4883.0,1
32144.0,72,54,6,4648.0,2
14918.0,63,43,4,5002.0,2
45146.0,63,53,4,4648.0,2
41769.0,71,521,16,4648.0,0
88325.0,45,1623,17,4343.0,1
38054.0,76,45,5,4460.0,0
80617.0,31,1435,18,4851.0,1
5305.0,50,32,1,4648.0,2
36807.0,72,16,3,4648.0,2
40101.0,41,415,13,4648.0,2
58025.0,47,470,15,4648.0,0
7500.0,47,53,7,4644.0,2
33562.0,63,51,6,4648.0,2
57642.0,56,679,19,4221.0,0
63777.0,47,653,18,4648.0,1
57967.0,64,468,14,4768.0,1
51381.5,48,1679,1,4853.0,2
24434.0,54,50,5,4648.0,2
11012.0,42,84,6,4648.0,2
44802.0,56,1049,25,4648.0,1
26816.0,40,22,3,4648.0,2
666666.0,49,62,7,4793.0,1
61223.0,59,1341,16,4648.0,1
56981.0,45,1241,18,4648.0,1
69245.0,70,843,21,4648.0,1
52869.0,72,172,8,4648.0,0
