Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure,Total_Spend,Total_Purchases,Family_Size,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Cluster
1970,25959.0,1,1,,1,4,2,12,7,5,26,2,1,2,2,6,0,1,56,4648.0,56,5,3,False,False,False,False,False,True,False,False,False,False,False,2
1983,27100.0,1,0,2013-05-04,64,12,0,13,2,0,10,1,1,0,3,7,0,0,43,4706.0,37,4,2,False,False,True,False,False,False,True,False,False,False,False,2
1985,70596.0,0,0,2012-05-10,68,347,44,534,17,0,26,1,3,5,12,2,0,0,41,5065.0,968,20,1,False,True,False,False,False,False,False,True,False,False,False,1
1974,42557.0,0,1,,98,192,5,53,0,5,15,4,6,1,4,8,0,0,52,4648.0,270,11,2,False,True,False,False,False,False,True,False,False,False,False,2
1951,53312.0,0,0,2013-09-08,32,241,0,12,0,0,25,1,5,1,5,7,0,0,75,4579.0,278,11,1,False,False,False,True,False,False,True,False,False,False,False,0
1952,72228.0,0,0,,87,631,28,491,30,14,56,1,6,7,8,3,0,0,74,4648.0,1250,21,1,False,True,False,False,False,False,False,True,False,False,False,1
1987,67605.0,0,0,,84,336,28,282,184,54,54,1,2,8,6,1,0,0,39,4648.0,938,16,1,False,True,False,False,False,False,False,False,True,False,False,1
1949,62845.0,1,1,2012-01-10,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,77,5186.0,1178,17,3,False,False,True,False,False,False,True,False,False,False,False,0
1958,65196.0,0,2,,34,743,19,181,12,0,200,2,7,6,11,5,0,0,68,4648.0,1155,24,3,False,True,False,False,False,False,False,False,True,False,False,0
1987,42000.0,0,0,2013-10-01,23,124,83,267,85,59,35,2,5,2,11,5,0,1,39,4556.0,653,18,1,False,False,False,True,False,False,False,True,False,False,False,1
1973,35860.0,1,1,,37,15,0,8,4,2,20,2,1,1,2,5,0,0,53,4648.0,49,4,3,False,False,False,True,False,True,False,False,False,False,False,2
1964,65526.0,0,1,2014-11-04,22,397,19,69,12,0,9,1,4,4,8,2,0,0,62,4157.0,506,16,2,False,False,False,True,False,False,True,False,False,False,False,0
1961,16860.0,1,1,2012-12-09,19,10,4,4,3,3,14,3,1,1,3,7,0,0,65,4852.0,38,5,3,False,True,False,False,False,False,True,False,False,False,False,2
1992,83528.0,0,0,2014-01-05,7,530,117,678,134,44,147,1,4,10,8,1,0,1,34,4460.0,1650,22,1,False,True,False,False,False,False,False,True,False,False,False,1
1965,64176.0,0,1,2012-03-08,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,61,5128.0,1826,25,2,False,False,False,False,False,True,False,False,False,False,False,0
1956,22304.0,0,0,2012-04-08,91,3,2,7,0,4,2,1,1,0,2,8,0,0,70,5097.0,18,3,1,False,True,False,False,False,True,False,False,False,False,False,2
1978,67023.0,0,0,2014-04-03,93,444,44,382,11,8,17,1,3,7,13,2,1,0,48,4372.0,906,23,1,False,True,False,False,False,False,True,False,False,False,False,1
1966,70713.0,0,1,2012-03-12,23,736,114,279,82,76,190,6,5,6,8,3,0,0,60,5124.0,1477,19,2,False,True,False,False,False,False,False,False,True,False,False,1
1955,59925.0,0,1,,83,473,21,176,19,21,56,3,9,2,9,6,0,0,71,4648.0,766,20,2,False,True,False,False,False,False,False,False,True,False,False,0
1953,39722.0,0,1,,92,32,0,5,2,0,8,2,2,0,3,5,0,0,73,4648.0,47,5,2,False,True,False,False,False,False,True,False,False,False,False,2
1958,46610.0,0,0,,4,288,10,30,4,10,125,1,6,1,6,6,0,0,68,4648.0,467,13,1,False,True,False,False,False,False,False,False,True,False,False,0
1961,88347.0,0,0,2013-03-07,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,65,4764.0,2116,20,1,False,True,False,False,False,False,False,False,True,False,False,1
1981,87171.0,0,0,2013-01-05,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,45,4825.0,1298,24,1,False,False,False,True,False,False,True,False,False,False,False,1
1976,26907.0,1,1,,10,9,1,7,0,3,2,2,1,0,3,7,0,0,50,4648.0,22,4,3,False,False,False,False,False,False,False,False,True,False,False,2
1968,50014.0,1,0,,9,234,14,77,19,10,42,2,4,1,8,5,0,0,58,4648.0,396,13,2,False,False,True,False,False,False,False,True,False,False,False,2
1978,41014.0,1,0,,65,7,2,6,2,0,3,1,1,0,2,7,0,0,48,4648.0,20,3,2,False,False,False,True,False,False,True,False,False,False,False,2
1965,66294.0,0,0,,68,251,108,334,65,92,117,1,4,3,5,2,0,0,61,4648.0,967,12,1,False,True,False,False,False,False,False,True,False,False,False,1
1971,36715.0,1,0,,16,172,10,125,21,13,16,6,7,2,4,9,0,1,55,4648.0,357,13,2,False,True,False,False,False,False,True,False,False,False,False,2
1956,79456.0,0,0,,12,565,42,548,64,83,99,1,5,6,4,3,0,1,70,4648.0,1401,15,1,False,True,False,False,False,False,True,False,False,False,False,1
1982,40479.0,1,0,,95,5,0,8,2,0,0,1,0,0,3,4,0,0,44,4648.0,15,3,2,False,True,False,False,False,False,False,False,True,False,False,2
1970,75345.0,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,1,56,4797.0,2087,19,1,False,False,True,False,False,False,False,True,False,False,False,1
1977,54233.0,0,1,2013-04-02,46,652,8,158,21,0,142,4,11,6,5,8,0,0,49,4738.0,981,22,2,False,True,False,False,False,False,True,False,False,False,False,0
1970,24163.0,1,1,2013-12-10,3,4,1,7,2,1,2,2,1,0,3,4,0,0,56,4486.0,17,4,3,False,True,False,False,False,False,False,True,False,False,False,2
1958,84460.0,0,0,2013-04-01,80,152,27,103,106,54,81,0,9,9,4,5,0,1,68,4739.0,523,22,1,False,False,False,True,False,False,False,False,True,False,False,1
1983,43776.0,1,0,2014-03-05,77,8,0,9,2,1,3,1,1,0,2,6,0,0,43,4401.0,23,3,2,False,True,False,False,False,False,False,False,True,False,False,2
1958,71691.0,0,0,,0,336,130,411,240,32,43,1,4,7,5,2,0,1,68,4648.0,1192,16,1,False,False,False,True,False,False,False,True,False,False,False,1
1973,85844.0,0,0,,62,938,19,843,25,95,38,1,6,6,7,2,0,0,53,4648.0,1958,19,1,False,False,False,True,False,False,True,False,False,False,False,1
1974,39190.0,1,0,,91,68,8,18,19,8,12,2,2,1,4,5,0,0,52,4648.0,133,7,2,False,False,False,True,False,False,False,True,False,False,False,2
1972,38578.0,1,1,,2,38,4,22,3,3,3,3,3,0,3,8,0,0,54,4648.0,73,6,3,False,False,False,True,False,False,False,True,False,False,False,2
1965,57236.0,1,1,2014-12-03,22,105,0,9,2,1,4,3,2,1,4,3,0,0,61,4128.0,121,7,3,False,False,False,True,False,False,True,False,False,False,False,2
1979,61825.0,0,1,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,47,4641.0,424,14,2,False,True,False,False,False,False,False,True,False,False,False,0
1958,79803.0,0,1,2014-02-06,54,574,8,216,21,16,33,1,4,3,5,1,0,0,68,4428.0,868,12,2,False,True,False,False,False,True,False,False,False,False,False,0
1986,80910.0,0,0,,71,160,80,369,67,39,41,1,3,3,8,1,0,0,40,4648.0,756,14,1,False,False,False,False,False,False,False,True,False,False,False,1
1982,27590.0,1,0,,38,6,0,5,0,0,1,1,1,0,2,7,0,0,44,4648.0,12,3,2,False,False,True,False,False,False,False,False,True,False,False,2
1979,56775.0,0,1,2013-02-01,62,614,35,160,58,35,35,2,5,8,10,5,0,0,47,4798.0,937,23,2,False,True,False,False,False,False,True,False,False,False,False,0
1975,83829.0,0,0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,0,1,51,4608.0,1862,17,1,False,True,False,False,False,True,False,False,False,False,False,1
1979,54210.0,0,1,,18,70,54,109,80,9,45,2,4,1,7,5,0,0,47,4648.0,367,12,2,False,False,False,False,False,False,True,False,False,False,False,0
1986,38508.0,1,0,2013-02-08,95,120,19,206,25,19,54,6,7,2,5,8,0,0,40,4791.0,443,14,2,False,True,False,False,False,False,True,False,False,False,False,2
1970,53187.0,1,0,,66,211,2,30,7,7,10,2,4,1,6,5,0,0,56,4648.0,267,11,2,False,True,False,False,False,False,False,False,True,False,False,2
1972,30023.0,1,0,,28,11,0,16,7,6,21,1,2,0,3,8,0,0,54,4648.0,61,5,2,False,True,False,False,False,False,True,False,False,False,False,2
1960,76045.0,0,0,,78,760,53,400,17,93,0,1,4,5,11,2,0,0,66,4648.0,1323,20,1,False,False,False,True,False,False,False,True,False,False,False,1
1952,50870.0,0,1,,13,53,0,8,0,0,2,1,2,0,3,5,0,0,74,4648.0,63,5,2,False,False,False,True,False,False,True,False,False,False,False,2
1974,65463.0,1,0,,17,391,32,70,21,32,16,2,6,2,9,5,0,0,52,4648.0,562,17,2,False,False,False,False,False,False,True,False,False,False,False,0
1965,66480.0,1,1,,71,199,9,57,20,21,6,7,4,1,7,4,0,0,61,4648.0,312,12,3,False,True,False,False,False,False,True,False,False,False,False,0
1954,76773.0,0,0,,79,516,56,449,86,33,16,1,2,2,11,1,0,0,72,4648.0,1156,15,1,False,True,False,False,False,True,False,False,False,False,False,1
1983,81698.0,0,0,2013-01-03,1,709,45,115,30,160,45,1,8,2,5,5,0,1,43,4827.0,1104,15,1,False,False,False,False,False,False,False,True,False,False,False,1
1973,54466.0,1,1,2014-09-02,78,12,0,4,0,0,0,1,1,0,2,5,0,0,53,4220.0,16,3,3,False,False,False,True,False,False,False,True,False,False,False,2
1984,16269.0,1,0,,75,19,3,18,3,1,0,3,3,0,3,8,0,0,42,4648.0,44,6,2,False,False,False,True,False,False,False,True,False,False,False,2
1971,71819.0,0,1,,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,55,4648.0,1574,11,2,False,True,False,False,False,False,False,False,True,False,False,0
1983,33569.0,1,0,,10,16,2,18,3,0,24,1,1,1,2,8,0,1,43,4648.0,63,4,2,False,False,False,True,False,False,True,False,False,False,False,2
1983,36262.0,0,0,,24,88,39,54,64,28,153,1,3,5,3,6,0,1,43,4648.0,426,11,1,False,False,True,False,False,False,True,False,False,False,False,2
1966,22634.0,0,0,,47,2,23,11,8,6,46,1,2,1,2,8,0,0,60,4648.0,96,5,1,True,False,False,False,False,False,False,False,True,False,False,2
1978,47025.0,0,1,2013-12-09,98,508,11,59,23,5,29,5,11,1,6,9,0,0,48,4487.0,635,18,2,False,False,False,False,False,False,True,False,False,False,False,0
1968,70566.0,0,1,2013-06-10,4,381,28,215,84,28,21,2,6,5,9,3,0,0,58,4669.0,757,20,2,False,True,False,False,False,False,False,True,False,False,False,0
1979,31605.0,1,0,,15,74,0,42,2,1,6,2,2,1,4,7,0,0,47,4648.0,125,7,2,False,False,False,True,False,False,True,False,False,False,False,2
1973,52034.0,1,1,,67,146,0,93,7,13,73,5,4,2,5,7,0,0,53,4648.0,332,11,3,False,False,True,False,False,True,False,False,False,False,False,2
1979,48526.0,1,0,,32,23,17,23,43,20,9,1,2,1,4,3,0,0,47,4648.0,135,7,2,False,True,False,False,False,False,False,True,False,False,False,2
1954,46734.0,0,1,,40,110,5,137,26,23,29,2,6,1,5,7,0,0,72,4648.0,330,12,2,False,True,False,False,False,False,True,False,False,False,False,0
1962,39552.0,1,1,,54,165,3,147,4,24,41,7,6,2,5,8,0,1,64,4648.0,384,13,3,False,True,False,False,False,True,False,False,False,False,False,0
1966,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,60,4975.0,1722,14,3,False,True,False,False,False,False,False,True,False,False,False,0
1977,46931.0,2,1,,94,41,0,17,3,1,16,2,1,1,3,3,0,0,49,4648.0,78,5,4,False,True,False,False,False,False,False,False,True,False,False,2
1985,16581.0,0,0,2013-12-01,51,1,3,4,2,3,11,1,0,0,3,4,0,0,41,4495.0,24,3,1,True,False,False,False,False,False,False,True,False,False,False,2
1952,63998.0,0,0,,42,176,29,818,0,33,112,1,7,6,11,4,0,1,74,4648.0,1168,24,1,False,False,False,False,False,True,False,False,False,False,False,1
1951,67381.0,0,1,,67,815,8,53,11,0,70,4,2,2,9,7,0,0,75,4648.0,957,13,2,False,False,True,False,False,False,True,False,False,False,False,0
1967,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,59,4547.0,15,3,3,False,True,False,False,False,False,False,True,False,False,False,2
1978,42693.0,1,0,2014-07-06,29,8,4,20,6,3,16,1,1,0,3,5,0,0,48,4278.0,57,4,2,False,True,False,False,False,False,True,False,False,False,False,2
1976,85606.0,0,1,2012-12-11,89,717,42,864,219,30,84,2,6,7,9,3,0,0,50,4850.0,1956,22,2,False,True,False,False,False,False,False,False,True,False,False,1
1985,72903.0,0,0,,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,41,4648.0,2013,20,1,False,True,False,False,False,False,False,True,False,False,False,1
1974,49669.0,1,0,,97,166,5,107,11,8,29,2,5,1,6,6,0,0,52,4648.0,326,12,2,False,False,False,False,False,False,False,False,True,False,False,2
1968,36778.0,1,1,2012-05-08,63,29,4,34,2,4,4,3,3,0,3,9,0,0,58,5067.0,77,6,3,False,False,False,True,False,False,True,False,False,False,False,2
1962,85696.0,0,0,2013-03-05,88,714,76,395,116,0,12,1,4,6,9,1,0,1,64,4766.0,1313,19,1,False,False,False,True,False,True,False,False,False,False,False,1
1961,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,65,4797.0,315,12,2,False,True,False,False,False,False,True,False,False,False,False,0
1989,37155.0,1,0,,51,23,0,26,7,15,3,1,2,0,4,5,0,0,37,4648.0,74,6,2,False,True,False,False,False,False,True,False,False,False,False,2
1978,21282.0,1,0,2014-11-05,76,1,5,8,4,8,20,2,2,1,2,6,0,0,48,4156.0,46,5,2,False,False,False,False,False,True,False,False,False,False,False,2
1962,33419.0,0,1,,76,56,0,12,0,0,18,2,2,0,4,7,0,0,64,4648.0,86,6,2,False,False,False,True,False,False,False,True,False,False,False,2
1945,63285.0,0,0,2013-05-11,84,508,124,249,50,38,134,1,6,5,13,3,0,0,81,4699.0,1103,24,1,False,True,False,False,False,False,False,False,False,True,False,1
1974,21255.0,1,0,,56,29,0,25,2,2,3,4,2,1,4,4,0,0,52,4648.0,61,7,2,False,False,True,False,False,False,False,False,True,False,False,2
1981,42162.0,1,0,,31,46,7,59,2,4,27,2,3,1,3,6,0,1,45,4648.0,145,7,2,False,True,False,False,False,False,False,False,True,False,False,2
1956,54450.0,1,1,,0,454,0,171,8,19,32,12,9,2,8,8,0,0,70,4648.0,684,19,3,False,True,False,False,False,False,False,False,True,False,False,0
1954,57744.0,0,1,2013-12-11,91,350,3,39,0,0,19,2,9,1,4,8,0,0,72,4485.0,411,14,2,False,False,False,True,False,False,True,False,False,False,False,0
1986,26576.0,1,0,,40,10,0,8,0,0,9,1,1,0,2,9,0,1,40,4648.0,27,3,2,False,True,False,False,False,False,False,True,False,False,False,2
1943,57513.0,0,0,2013-06-07,59,735,40,183,52,20,30,2,9,3,13,6,0,0,83,4672.0,1060,25,1,False,False,False,True,False,False,False,False,False,True,False,0
1964,68142.0,0,1,,96,897,126,196,91,112,37,3,10,4,7,6,0,0,62,4648.0,1459,21,2,False,True,False,False,False,False,False,False,True,False,False,1
1979,7500.0,0,1,,61,5,2,3,3,0,5,1,1,0,2,8,0,0,47,4648.0,18,3,2,False,True,False,False,False,False,True,False,False,False,False,2
1974,83145.0,0,0,,14,777,35,731,39,137,114,1,5,9,11,2,0,1,52,4648.0,1833,25,1,False,True,False,False,False,False,False,False,True,False,False,1
1960,54197.0,0,1,2014-03-04,16,162,6,37,6,13,13,2,1,3,6,1,0,0,66,4402.0,237,10,2,False,False,True,False,False,False,True,False,False,False,False,0
1963,23091.0,1,1,,98,35,0,11,0,0,2,4,2,1,3,7,0,0,63,4648.0,48,6,3,False,False,False,True,False,False,False,True,False,False,False,2
1976,46049.0,1,1,,11,342,9,112,19,14,19,10,5,2,9,7,0,1,50,4648.0,515,16,3,False,True,False,False,False,False,True,False,False,False,False,0
1974,56715.0,0,0,2012-05-12,52,258,105,239,237,172,9,1,7,3,4,4,0,0,52,5063.0,1020,14,1,False,True,False,False,False,False,False,False,True,False,False,1
1961,79410.0,0,0,,19,658,80,483,123,13,13,1,3,2,5,1,0,0,65,4648.0,1370,10,1,False,True,False,False,False,False,True,False,False,False,False,1
1951,57304.0,0,1,2013-11-03,61,356,80,329,138,17,106,2,7,6,10,5,0,0,75,4523.0,1026,23,2,False,True,False,False,False,False,True,False,False,False,False,0
1965,44375.0,0,1,,73,213,5,28,7,7,41,1,4,1,6,5,0,0,61,4648.0,301,11,2,False,True,False,False,False,False,True,False,False,False,False,0
1965,59594.0,0,1,,74,457,4,29,0,0,9,1,8,1,7,7,0,0,61,4648.0,499,16,2,False,True,False,False,False,False,True,False,False,False,False,0
1994,80685.0,0,0,,55,241,45,604,34,26,54,1,6,4,10,2,0,0,32,4648.0,1004,20,1,False,True,False,False,False,False,False,False,True,False,False,1
1974,40344.0,0,1,,48,210,0,6,0,0,2,2,4,1,5,7,0,0,52,4648.0,218,10,2,False,False,False,True,False,False,True,False,False,False,False,2
1972,62710.0,0,1,,53,441,35,83,7,29,11,4,4,2,12,4,0,0,54,4648.0,606,18,2,False,True,False,False,False,False,True,False,False,False,False,0
1968,48985.0,0,1,2013-05-07,13,19,13,18,10,7,8,1,1,1,3,3,0,0,58,4703.0,75,5,2,False,False,False,False,False,False,True,False,False,False,False,2
1968,35322.0,1,2,,34,28,9,37,12,7,13,3,2,0,4,8,0,0,58,4648.0,106,6,4,False,True,False,False,False,False,False,False,True,False,False,2
1948,77142.0,0,0,,54,476,75,162,29,151,97,1,4,4,8,2,0,0,78,4648.0,990,16,1,False,True,False,False,False,False,True,False,False,False,False,1
1969,81657.0,0,0,,69,364,40,425,158,60,50,1,3,4,8,1,0,0,57,4648.0,1097,15,1,False,True,False,False,False,False,False,True,False,False,False,1
1996,14421.0,0,0,,81,0,0,2,3,3,8,1,1,0,2,5,0,0,30,4648.0,16,3,1,True,False,False,False,False,False,True,False,False,False,False,2
1990,74214.0,0,0,,3,863,83,547,86,99,33,1,8,2,5,5,0,0,36,4648.0,1711,15,1,False,False,False,True,False,False,True,False,False,False,False,1
1957,66726.0,1,1,2014-12-01,61,349,7,35,0,0,47,3,8,2,4,7,0,0,69,4130.0,438,14,3,False,False,True,False,False,False,True,False,False,False,False,0
1979,23724.0,1,0,2013-08-01,65,5,23,15,0,18,14,2,2,0,3,8,0,0,47,4617.0,75,5,2,True,False,False,False,False,False,False,False,True,False,False,2
1960,47353.0,0,1,,93,184,2,19,8,8,4,3,2,2,6,5,0,0,66,4648.0,225,10,2,False,False,True,False,False,False,True,False,False,False,False,0
1952,33444.0,1,1,2012-03-11,24,8,0,8,0,0,2,1,1,0,2,8,0,0,74,5125.0,18,3,3,False,False,True,False,False,False,True,False,False,False,False,2
1981,54386.0,0,1,,8,277,21,64,62,21,25,2,3,2,10,3,0,0,45,4648.0,470,15,2,False,True,False,False,False,False,True,False,False,False,False,0
1981,28510.0,1,1,,72,44,5,19,0,4,19,3,2,0,4,5,0,0,45,4648.0,91,6,3,False,True,False,False,False,True,False,False,False,False,False,2
1991,90638.0,0,0,,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,35,4648.0,2525,17,1,False,False,True,False,False,False,False,True,False,False,False,1
1950,48070.0,0,1,,33,373,14,83,6,9,19,3,8,2,6,7,1,0,76,4648.0,504,16,2,False,True,False,False,False,False,False,False,True,False,False,0
1957,43140.0,0,1,2013-05-01,68,134,8,76,6,0,11,1,4,1,5,6,0,0,69,4709.0,235,10,2,False,True,False,False,False,False,True,False,False,False,False,2
1961,54959.0,0,1,,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,65,4648.0,1232,18,2,False,False,False,True,False,True,False,False,False,False,False,0
1958,15056.0,1,1,2013-03-05,76,6,12,3,21,6,40,5,2,2,3,5,0,0,68,4766.0,88,7,3,True,False,False,False,False,False,False,True,False,False,False,2
1971,26954.0,1,0,2014-08-05,17,4,1,11,0,0,1,1,1,0,2,7,0,0,55,4248.0,17,3,2,False,True,False,False,False,False,False,True,False,False,False,2
1985,22327.0,1,0,2013-02-08,94,5,4,8,2,0,5,1,1,0,3,5,0,0,41,4791.0,24,4,2,False,True,False,False,False,False,False,True,False,False,False,2
1965,44393.0,1,1,,86,24,2,20,2,2,10,2,1,0,4,4,0,0,61,4648.0,60,5,3,False,True,False,False,False,False,True,False,False,False,False,2
1952,62000.0,0,1,,25,899,0,101,0,0,20,1,6,6,13,4,0,0,74,4648.0,1020,25,2,False,False,False,True,False,False,False,True,False,False,False,0
1962,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,64,5032.0,155,8,2,False,False,False,True,False,False,False,False,True,False,False,2
1974,45894.0,0,2,,15,27,2,7,0,2,13,1,1,0,3,5,0,0,52,4648.0,51,4,3,False,False,False,False,False,False,True,False,False,False,False,2
1970,78579.0,0,0,,35,816,66,549,216,66,99,1,5,6,4,3,0,1,56,4648.0,1812,15,1,False,False,True,False,False,True,False,False,False,False,False,1
1969,67369.0,0,1,,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,57,4648.0,1461,21,2,False,False,True,False,False,False,False,False,False,True,False,0
1960,58401.0,0,1,,55,10,0,11,17,29,29,1,1,2,2,4,0,0,66,4648.0,96,5,2,False,True,False,False,False,True,False,False,False,False,False,2
1952,62307.0,0,1,,94,87,13,34,10,6,10,1,4,0,4,5,0,0,74,4648.0,160,8,2,False,True,False,False,False,False,False,True,False,False,False,2
1969,43641.0,1,1,,50,57,2,51,4,2,23,3,2,1,4,6,0,0,57,4648.0,139,7,3,False,False,True,False,False,False,True,False,False,False,False,2
1969,70091.0,1,0,,11,964,34,137,15,0,11,2,5,2,10,8,0,0,57,4648.0,1161,17,2,False,False,True,False,False,False,True,False,False,False,False,0
1972,78075.0,0,0,2014-05-04,72,572,8,259,34,35,80,1,3,5,5,1,0,0,54,4341.0,988,13,1,False,False,False,True,False,False,True,False,False,False,False,1
1961,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,65,4943.0,1072,24,2,False,False,False,False,False,False,False,False,False,True,False,1
1977,54809.0,1,1,2013-11-09,0,63,6,57,13,13,22,4,2,1,5,4,0,0,49,4517.0,174,8,3,False,True,False,False,False,False,True,False,False,False,False,2
1959,58113.0,0,1,,66,221,104,169,102,78,84,3,9,2,8,7,1,0,67,4648.0,758,19,2,False,True,False,False,False,False,True,False,False,False,False,0
1958,51412.0,0,1,,42,140,3,29,4,5,14,2,3,2,4,4,0,0,68,4648.0,195,9,2,False,False,True,False,False,False,True,False,False,False,False,2
1957,66636.0,0,0,,64,291,10,689,84,10,0,1,3,4,9,1,0,0,69,4648.0,1084,16,1,False,False,True,False,False,False,False,False,True,False,False,1
1956,50965.0,0,1,,87,544,13,85,8,6,29,3,10,4,5,8,0,0,70,4648.0,685,19,2,False,False,True,False,False,False,True,False,False,False,False,0
1990,18351.0,0,0,,1,1,12,9,0,14,7,1,2,0,3,7,0,0,36,4648.0,43,5,1,False,True,False,False,False,False,True,False,False,False,False,2
1957,40451.0,0,2,,54,35,0,4,0,0,10,1,1,1,2,5,0,0,69,4648.0,49,4,3,False,False,False,True,False,False,False,False,True,False,False,2
1965,36317.0,0,1,,53,87,3,25,3,2,13,2,3,0,4,7,0,0,61,4648.0,133,7,2,False,True,False,False,False,False,False,False,True,False,False,2
1957,42213.0,0,1,2013-12-10,96,309,3,24,4,3,20,2,5,1,7,7,0,0,69,4486.0,363,13,2,False,True,False,False,False,False,False,False,True,False,False,0
1955,65748.0,0,1,,58,172,73,93,95,78,34,2,2,4,10,1,1,0,71,4648.0,545,16,2,False,True,False,False,False,False,False,False,True,False,False,0
1972,77044.0,0,1,,12,625,38,242,50,34,76,2,7,11,11,4,0,0,54,4648.0,1065,29,2,False,True,False,False,False,False,False,False,True,False,False,1
1969,74918.0,0,0,2013-12-03,78,972,59,913,25,19,59,1,5,9,6,3,0,0,57,4493.0,2047,20,1,False,True,False,False,False,False,False,False,True,False,False,1
1972,56721.0,1,1,,64,157,6,39,6,13,75,5,4,1,5,6,0,0,54,4648.0,296,10,3,False,True,False,False,False,False,True,False,False,False,False,2
1975,42160.0,1,1,,26,48,9,45,3,15,20,4,2,1,4,6,0,1,51,4648.0,140,7,3,False,True,False,False,False,False,False,True,False,False,False,2
1965,61559.0,0,1,,8,279,83,88,32,14,34,1,4,2,10,3,0,0,61,4648.0,530,16,2,False,True,False,False,False,False,False,True,False,False,False,0
1963,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,63,4975.0,152,8,3,False,False,False,True,False,False,False,False,True,False,False,2
1963,34377.0,0,1,,55,62,0,22,3,1,26,2,2,2,2,7,0,0,63,4648.0,114,6,2,False,True,False,False,False,False,False,True,False,False,False,2
1986,8940.0,1,0,,25,1,45,3,4,6,42,3,3,1,3,8,0,0,40,4648.0,101,7,2,True,False,False,False,False,False,False,True,False,False,False,2
1973,26228.0,1,0,,50,2,6,4,3,1,9,1,1,0,2,8,0,0,53,4648.0,25,3,2,False,True,False,False,False,False,True,False,False,False,False,2
1957,77297.0,0,0,,84,408,61,109,48,122,41,1,5,7,9,4,0,0,69,4648.0,789,21,1,False,False,False,False,False,True,False,False,False,False,False,1
1981,40211.0,1,1,,30,51,1,7,2,1,25,2,2,1,2,8,0,0,45,4648.0,87,5,3,False,True,False,False,False,False,True,False,False,False,False,2
1958,33438.0,1,1,,81,62,1,16,3,2,6,4,2,1,4,5,0,0,68,4648.0,90,7,3,False,False,False,True,False,False,False,False,False,True,False,2
1959,75032.0,0,1,,74,952,12,180,47,12,12,2,5,4,9,3,0,0,67,4648.0,1215,18,2,False,False,False,True,False,False,True,False,False,False,False,0
1955,61284.0,0,0,2013-12-10,76,618,15,106,20,7,45,1,11,2,8,6,0,0,71,4486.0,811,21,1,False,False,False,True,False,False,False,True,False,False,False,0
1986,22518.0,1,0,,36,11,7,12,2,2,27,2,2,1,2,5,0,1,40,4648.0,61,5,2,False,True,False,False,False,False,True,False,False,False,False,2
1975,54730.0,0,1,,64,318,3,17,4,7,56,5,4,1,8,4,0,0,51,4648.0,405,13,2,False,False,True,False,False,False,True,False,False,False,False,0
1955,38452.0,1,1,,62,56,0,14,0,0,2,3,3,0,3,7,0,0,71,4648.0,72,6,3,False,False,True,False,False,False,True,False,False,False,False,2
1971,44421.0,1,1,,53,110,5,59,7,1,7,5,5,0,4,8,0,0,55,4648.0,189,9,3,False,True,False,False,False,True,False,False,False,False,False,2
1986,38197.0,1,0,,86,23,0,11,2,1,3,1,1,0,3,5,0,0,40,4648.0,40,4,2,False,False,False,True,False,False,False,False,True,False,False,2
1978,41986.0,0,1,2014-09-02,15,27,5,8,8,3,12,3,3,0,4,4,0,0,48,4220.0,63,7,2,False,True,False,False,False,True,False,False,False,False,False,2
1983,28427.0,1,0,,67,18,3,19,3,3,6,2,2,0,3,8,0,0,43,4648.0,52,5,2,False,True,False,False,False,False,False,False,True,False,False,2
1976,37395.0,1,0,2014-02-05,47,18,0,9,0,1,11,1,1,0,3,6,0,0,50,4429.0,39,4,2,False,False,False,True,False,False,False,False,True,False,False,2
1971,64722.0,1,0,,47,303,0,280,60,147,15,4,8,2,11,6,0,0,55,4648.0,805,21,2,False,True,False,False,False,False,True,False,False,False,False,0
